"REF_DATE","GEO","DGUID","Components","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","505","","","","0"
"2013-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","539","","","","0"
"2013-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","584","","","","0"
"2013-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","714","","","","0"
"2013-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","845","","","","0"
"2013-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","885","","","","0"
"2013-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1264","","","","0"
"2013-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1518","","","","0"
"2013-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1582","","","","0"
"2013-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1861","","","","0"
"2013-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1902","","","","0"
"2013-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1619","","","","0"
"2014-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1527","","","","0"
"2014-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1625","","","","0"
"2014-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1662","","","","0"
"2014-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1650","","","","0"
"2014-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1758","","","","0"
"2014-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1934","","","","0"
"2014-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1842","","","","0"
"2014-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1542","","","","0"
"2014-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1421","","","","0"
"2014-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1599","","","","0"
"2014-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1564","","","","0"
"2014-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1754","","","","0"
"2015-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1593","","","","0"
"2015-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2196","","","","0"
"2015-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2566","","","","0"
"2015-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2789","","","","0"
"2015-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2521","","","","0"
"2015-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2903","","","","0"
"2015-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2969","","","","0"
"2015-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3147","","","","0"
"2015-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3082","","","","0"
"2015-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3139","","","","0"
"2015-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2408","","","","0"
"2015-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2244","","","","0"
"2016-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1551","","","","0"
"2016-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1492","","","","0"
"2016-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1528","","","","0"
"2016-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1630","","","","0"
"2016-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1532","","","","0"
"2016-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1984","","","","0"
"2016-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1895","","","","0"
"2016-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1774","","","","0"
"2016-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1659","","","","0"
"2016-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1307","","","","0"
"2016-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1048","","","","0"
"2016-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","771","","","","0"
"2017-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","656","","","","0"
"2017-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","772","","","","0"
"2017-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1089","","","","0"
"2017-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1253","","","","0"
"2017-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1659","","","","0"
"2017-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1962","","","","0"
"2017-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1407","","","","0"
"2017-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1319","","","","0"
"2017-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","939","","","","0"
"2017-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","803","","","","0"
"2017-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","942","","","","0"
"2017-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","997","","","","0"
"2018-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","897","","","","0"
"2018-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","820","","","","0"
"2018-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","894","","","","0"
"2018-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1231","","","","0"
"2018-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2162","","","","0"
"2018-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","4410","","","","0"
"2018-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3198","","","","0"
"2018-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2725","","","","0"
"2018-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1790","","","","0"
"2018-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2053","","","","0"
"2018-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1819","","","","0"
"2018-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1127","","","","0"
"2019-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","952","","","","0"
"2019-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","778","","","","0"
"2019-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","788","","","","0"
"2019-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","753","","","","0"
"2019-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","765","","","","0"
"2019-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","641","","","","0"
"2019-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","556","","","","0"
"2019-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","465","","","","0"
"2019-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","383","","","","0"
"2019-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","367","","","","0"
"2019-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","379","","","","0"
"2019-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","391","","","","0"
"2020-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","371","","","","0"
"2020-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","431","","","","0"
"2020-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","776","","","","0"
"2020-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1634","","","","0"
"2020-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1782","","","","0"
"2020-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1874","","","","0"
"2020-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2034","","","","0"
"2020-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2156","","","","0"
"2020-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2048","","","","0"
"2020-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1849","","","","0"
"2020-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1533","","","","0"
"2020-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1389","","","","0"
"2021-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1220","","","","0"
"2021-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1310","","","","0"
"2021-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1681","","","","0"
"2021-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2379","","","","0"
"2021-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2751","","","","0"
"2021-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3433","","","","0"
"2021-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3122","","","","0"
"2021-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2979","","","","0"
"2021-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2673","","","","0"
"2021-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2545","","","","0"
"2021-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2516","","","","0"
"2021-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2215","","","","0"
"2022-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2096","","","","0"
"2022-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2059","","","","0"
"2022-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2700","","","","0"
"2022-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2631","","","","0"
"2022-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2754","","","","0"
"2022-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3163","","","","0"
"2022-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2537","","","","0"
"2022-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2041","","","","0"
"2022-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1503","","","","0"
"2022-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1034","","","","0"
"2022-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","813","","","","0"
"2022-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","590","","","","0"
"2023-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","366","","","","0"
"2023-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","277","","","","0"
"2023-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","247","","","","0"
"2023-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","199","","","","0"
"2023-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","378","","","","0"
"2023-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","366","","","","0"
"2023-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","229","","","","0"
"2023-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","263","","","","0"
"2023-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","272","","","","0"
"2023-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","336","","","","0"
"2023-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","412","","","","0"
"2023-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","405","","","","0"
"2024-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","356","","","","0"
"2024-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","305","","","","0"
"2024-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","291","","","","0"
"2024-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","259","","","","0"
"2024-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","291","","","","0"
"2024-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","337","","","","0"
"2024-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","336","","","","0"
"2024-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","424","","","","0"
"2024-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","589","","","","0"
"2024-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","892","","","","0"
"2024-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1229","","","","0"
"2024-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1217","","","","0"
"2025-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1757","","","","0"
"2025-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2029","","","","0"
"2025-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2345","","","","0"
"2025-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2384","","","","0"
"2025-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2128","","","","0"
"2025-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1968","","","","0"
"2025-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1774","","","","0"
"2025-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1745","","","","0"
"2025-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","1865","","","","0"
"2025-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","2767","","","","0"
"2025-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3004","","","","0"
"2025-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667725","1.2.1","3037","","","","0"
"2013-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.57","","","","2"
"2013-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.52","","","","2"
"2013-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.51","","","","2"
"2013-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.52","","","","2"
"2013-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.50","","","","2"
"2013-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.49","","","","2"
"2013-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.31","","","","2"
"2013-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.13","","","","2"
"2013-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","3.03","","","","2"
"2013-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.95","","","","2"
"2013-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.88","","","","2"
"2013-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.86","","","","2"
"2014-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.83","","","","2"
"2014-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.83","","","","2"
"2014-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.84","","","","2"
"2014-04","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.88","","","","2"
"2014-05","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.87","","","","2"
"2014-06","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.88","","","","2"
"2014-07","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.87","","","","2"
"2014-08","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.85","","","","2"
"2014-09","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.88","","","","2"
"2014-10","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.84","","","","2"
"2014-11","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.80","","","","2"
"2014-12","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.76","","","","2"
"2015-01","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.66","","","","2"
"2015-02","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.55","","","","2"
"2015-03","Canada","2016A000011124","Variable rate, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667776","1.2.2","2.53","","","","2"
